,Title,Author,Age,Favorite,PublicDay,HashTag
262,초인의 시대,섭이,RATE_15,419951,SATURDAY,"액션,최강자전,2018최강자전,이능력배틀물,소년왕도물"
263,취사병 전설이 되다,제이로빈,ALL,424263,SATURDAY,"판타지,직업드라마,밀리터리,게임판타지,음식&요리,소설원작"
264,얼짱시대,박태준 만화회사,RATE_15,126573,SATURDAY,드라마
265,프리드로우,전선욱,RATE_15,1632032,SATURDAY,"드라마,힘숨찐,학원물,성장드라마"
266,괴양이,붉은코끼리,RATE_15,40229,SATURDAY,"개그,동물,구원서사"
267,유쾌한 왕따(재),김숭늉,RATE_18,37705,SATURDAY,"스릴러,성인웹툰"
268,망나니 소교주로 환생했다,재무,RATE_12,219968,SATURDAY,"무협/사극,레드아이스스튜디오,오컬트,회귀,소설원작"
269,마도전생기,포스스튜디오,RATE_15,109615,SATURDAY,"무협/사극,지금추천작,힘숨찐,판무,소설원작"
270,마님이네 미국 시골집 이야기,마님,ALL,28976,WEDNESDAY,"일상,러블리,힐링,동물"
271,물위의 우리,뱁새,RATE_15,389164,SATURDAY,"드라마,최강자전,2020최강자전,아포칼립스"
272,귀환했는데 입대 전날이다,해일,ALL,144960,SATURDAY,"판타지,지금추천작,소설원작"
273,작전명 순정,꼬까리,ALL,681259,SATURDAY,"로맨스,2021지상최대공모전,하이틴"
274,은탄,김규삼,RATE_15,129550,SATURDAY,"판타지,오컬트,동양풍판타지,다크히어로,먼치킨"
275,아홉수 우리들,수박양,ALL,427220,SATURDAY,"로맨스,2030연애,현실로맨스,감성드라마"
276,망치하르방,상상어,RATE_12,42491,WEDNESDAY,"판타지,힘숨찐,먼치킨"
277,세레나,정이나,RATE_15,375429,SATURDAY,"로맨스,고자극로맨스,혐관로맨스,선결혼후연애"
278,킬러경찰,이제환,RATE_15,132219,SATURDAY,"액션,지금추천작"
279,스터디그룹,신형욱,RATE_15,627568,SATURDAY,"액션,블루스트링,힘숨찐,학원물"
280,놓지마 정신줄 시즌3,신태훈,ALL,118815,TUESDAY,"개그,드라마&영화원작웹툰"
281,황제의 검,레드훅,ALL,37736,SATURDAY,"무협/사극,소설원작"
282,나이트런,김성민,RATE_15,243171,SATURDAY,"판타지,sf,다크판타지"
283,나를 바꿔줘,이지호,RATE_15,257862,SATURDAY,드라마
284,디펜스 게임의 폭군이 되었다,하정,RATE_12,140079,SATURDAY,"판타지,소설원작"
285,흑화한 노예남을 길들였다,LICO,RATE_15,153973,SATURDAY,"로맨스,요즘핫한추천작,소설원작"
286,야매 힐러로 사는 법,14획,ALL,81763,SATURDAY,"판타지,요즘핫한추천작,지금추천작,소설원작"
287,윌유메리미,마인드C,ALL,340590,TUESDAY,일상
288,나랑X할래?,진자,RATE_15,177552,SATURDAY,로맨스
289,민간인 통제구역 - 일급기밀,OSIK,RATE_15,40572,SATURDAY,"스릴러,프리퀄,밀리터리,하이퍼리얼리즘,서스펜스"
290,미나 이퀄,이유정,RATE_18,49973,SATURDAY,"액션,성인웹툰"
291,부패의 사제,보리,RATE_15,34274,SATURDAY,"판타지,소설원작"
292,예명여고,육공,RATE_15,58232,SATURDAY,"스릴러,오컬트,괴담"
293,같은 학교 친구,유유,ALL,256396,SATURDAY,"로맨스,러블리,2020지상최대공모전,학원로맨스,하이틴"
294,완벽한 부부는 없다,롱별,RATE_15,104071,SATURDAY,"로맨스,소설원작"
295,봐선 안되는 것,수리부,RATE_15,68711,SATURDAY,"스릴러,괴담"
296,존잘주의,령,RATE_15,249018,SATURDAY,"로맨스,학원물,역하렘"
297,홍시는 날 좋아해!,강하다,ALL,346496,SATURDAY,"로맨스,햇살캐,까칠남"
298,왕세자 입학도,무번,ALL,135775,SATURDAY,"드라마,퓨전사극,성장드라마"
299,플레이어가 과거를 숨김,개차반,RATE_12,56238,SATURDAY,"판타지,소설원작"
300,데이팅 캣,모하,RATE_15,23615,SATURDAY,"로맨스,학원로맨스,하이틴,인플루언서"
301,대충 캠퍼스로맨스임,공철진,RATE_15,295982,SATURDAY,"로맨스,로맨스코미디,캠퍼스로맨스,삼각관계"
302,탑코너,윤성,ALL,146889,SATURDAY,"스포츠,축구,스포츠성장"
303,연애 생각은 없지만,서울소,RATE_15,25270,SATURDAY,"로맨스,다정남,폭스남,2030연애,로맨스코미디,현실로맨스,직진남,인플루언서,오피스로맨스,사내연애"
304,로맨스 당도 백퍼센트,이동건,ALL,29185,TUESDAY,"일상,러블리,짝사랑,2030연애,로맨스코미디,현실로맨스,하이퍼리얼리즘"
305,묘약마녀,자유,ALL,75036,SATURDAY,"판타지,성장드라마"
306,간첩 18세,팀꿀빨,RATE_15,87772,SATURDAY,"액션,학원물"
307,묘령의 황자,아흐레달,RATE_15,147369,SATURDAY,"드라마,성별반전,궁중로맨스,동양풍판타지,걸크러시"
308,이계진입 리로디드,차우민,ALL,70284,SATURDAY,"판타지,소설원작"
309,남편을 만렙으로 키우려 합니다,유기농,RATE_12,195038,SATURDAY,"로맨스,회귀,선결혼후연애,소설원작"
310,시한부 기사가 되었다,김두루미,RATE_15,8158,SATURDAY,"판타지,헌터물,다크판타지,소설원작"
311,좀비X슬래셔,나락,RATE_15,42801,SATURDAY,"액션,아포칼립스,히어로,좀비"
312,아사,우새새,RATE_15,121522,SATURDAY,"판타지,2020지상최대공모전,동양풍판타지"
313,첫사랑은 헤이트,망두,RATE_12,124900,SATURDAY,"로맨스,캠퍼스로맨스"
314,엑스애쉬,김세훈,RATE_12,98216,SATURDAY,"판타지,게임판타지,소년왕도물"
315,이십팔세기 광팬,컷부,RATE_12,42274,WEDNESDAY,"개그,차원이동,4차원"
316,망겜의 현금술사,무릇,ALL,35599,SATURDAY,"판타지,러블리,로맨스코미디,2021지상최대공모전,힐링,사이다,게임판타지,먼치킨"
317,내게 필요한 NO맨스,마그네슘,ALL,224563,SATURDAY,"로맨스,2019지상최대공모전,연예계,역하렘"
318,더 해머,스튜디오M,RATE_12,37327,SATURDAY,"판타지,소설원작"
319,이종 격투기,꼬마비,RATE_12,21574,SATURDAY,드라마
320,복수를 위한 결혼동맹,EMMA,RATE_12,110407,SATURDAY,"로맨스,소설원작"
321,폭군 남편과 이혼하겠습니다,조사라,ALL,107340,SATURDAY,"로맨스,차원이동,사이다,빙의,걸크러시,소설원작"
322,동그란 그녀와 소심한 그 남자,하야마 이즈미,ALL,24222,SATURDAY,"로맨스,햇살캐,해외작품,로맨스코미디,힐링"
323,최강부캐,직씨,RATE_15,93381,SATURDAY,"액션,게임판타지,먼치킨"
324,노인의 꿈,백원달,ALL,36929,SATURDAY,"드라마,무해한,힐링,성장드라마,감성드라마"
325,더 캐슬 - 귀안의 신부,혜용,RATE_15,57963,SATURDAY,"로맨스,직진남,선결혼후연애,로판,소설원작"
326,방송은 방송으로 봐,박은혁,RATE_15,32113,SATURDAY,드라마
327,당신이 나를 믿으신다면,김그래프,RATE_15,26559,SATURDAY,"드라마,2021지상최대공모전,사이비종교"
328,청춘일지,쏘림,ALL,106148,SATURDAY,"로맨스,2030연애,로맨스코미디,캠퍼스로맨스,청춘로맨스"
329,달과 인어,원산지,ALL,45416,SATURDAY,"드라마,러블리,힐링,인외존재,성장드라마,감성드라마"
330,너에게로 중독,무멘,RATE_15,15259,SATURDAY,로맨스
331,러브 어페어,럭키고릴라,RATE_15,33384,SATURDAY,"로맨스,후회물,비밀연애,고자극로맨스,2030연애,소설원작"
332,사서고생!,몽실,ALL,53413,SATURDAY,드라마
333,용두사망 소설 속의 악녀가 되었다,하견,ALL,64909,SATURDAY,"로맨스,빙의,로판,소설원작"
334,왕년엔 용사님,고샤,ALL,76193,SATURDAY,"판타지,최강자전,2019최강자전"
335,1825일,지민,RATE_15,10795,SATURDAY,"드라마,감성드라마"
336,대박사건,광진,RATE_15,18921,SATURDAY,"스릴러,범죄,서스펜스,복수극,두뇌싸움"
337,전생연분,재아,RATE_15,218119,SATURDAY,"로맨스,레드스트링"
338,애구애구,가령,ALL,32058,SATURDAY,"드라마,무해한,힐링,동물,감성드라마"
339,시선 끝 브로콜리,모차,ALL,34730,SATURDAY,드라마
340,"저무는 해, 시린 눈",MURO,ALL,142198,SATURDAY,드라마
341,밤을 깨우는 마법,외딴,ALL,51449,SATURDAY,"판타지,2020지상최대공모전"
342,궤도의 아이들,나윤희,RATE_12,28433,SATURDAY,"드라마,학원로맨스,청춘로맨스,성장드라마,감성드라마"
343,또다시 열일곱,한다,RATE_12,29636,SATURDAY,"로맨스,타임슬립,2021지상최대공모전,회귀,학원로맨스,전남친"
344,소년 검사,혁씨,RATE_15,51472,SATURDAY,"판타지,게임판타지,성장드라마"
345,너나 나나,김연우,ALL,28194,SATURDAY,"드라마,러블리,학원물"
346,아가사,이다인,RATE_12,43727,SATURDAY,"드라마,궁중로맨스,혐관로맨스,걸크러시"
347,멸망으로 시작하는! 근미래 생존법,김부농,RATE_12,12705,SATURDAY,"판타지,세계관,2021지상최대공모전,두뇌싸움"
348,아침을 지나 밤으로,손지은,ALL,75053,SATURDAY,"판타지,최강자전,2019최강자전"
349,먹지마세요,노도,RATE_15,39835,SATURDAY,"판타지,오컬트,동양풍판타지,인외존재"
350,보고 있지?,송범규,RATE_15,18703,SATURDAY,"드라마,2020지상최대공모전,인플루언서,서스펜스"
351,겨울특강,곤세,RATE_15,15060,SATURDAY,판타지
352,신혼일기,자까,ALL,331459,THURSDAY,"일상,2030연애,친구>연인"
353,선천적 얼간이들,가스파드,ALL,371405,THURSDAY,"개그,무해한,러블리,힐링,4차원,하이퍼리얼리즘,동물,공감성수치"
354,앞집나리,민송아,RATE_18,256706,THURSDAY,"로맨스,2030연애,로맨스코미디,현실로맨스,하이퍼리얼리즘,하이틴,청춘로맨스,성인웹툰"
355,나노마신,현절무,RATE_15,529266,THURSDAY,"무협/사극,레드아이스스튜디오,사이다,게임판타지,이능력배틀물,소설원작"
356,촉법소년,박태준 만화회사,RATE_15,265390,THURSDAY,"액션,지금추천작"
357,재벌집 막내아들,JP,RATE_12,266272,THURSDAY,"드라마,재벌,타임슬립,드라마&영화원작웹툰,회귀,복수극,빙의,두뇌싸움,소설원작"
358,남편을 죽여줘요,이연,RATE_18,221253,THURSDAY,"로맨스,고자극로맨스,서스펜스,로판,감성드라마,성인웹툰"
359,무사만리행,운,RATE_15,175586,THURSDAY,"무협/사극,성장물,퓨전사극,판무,먼치킨"
360,현실퀘스트,이주운,RATE_15,359794,THURSDAY,"액션,게임판타지,회귀,학원물"
361,마도귀환록,팀 더 제이,RATE_15,37949,THURSDAY,"무협/사극,소설원작"
362,나 혼자 네크로맨서,김경열,RATE_12,209053,THURSDAY,"판타지,아포칼립스,이능력배틀물,먼치킨,소설원작"
363,네이처맨,이윤창,RATE_12,70778,THURSDAY,"개그,힘숨찐,히어로,레트로"
364,뮤즈 온 유명,수진,RATE_15,249541,THURSDAY,"드라마,2030연애,하이퍼리얼리즘,청춘로맨스,전남친,재회,연예계,삼각관계"
365,내향남녀,나,ALL,192285,THURSDAY,로맨스
366,정글쥬스,형은,RATE_15,381712,THURSDAY,"액션,슈퍼스트링,이능력배틀물,먼치킨"
367,별을 삼킨 너에게,ARI,RATE_15,463740,THURSDAY,"로맨스,아이돌,최강자전,2019최강자전,친구>연인,연예계,연상연하,삼각관계"
368,순정빌런,세윤,RATE_12,385343,THURSDAY,"로맨스,다정남,로맨스코미디"
369,보스였음,럭스,RATE_15,137095,THURSDAY,액션
370,가족같은 XX,서우현,RATE_15,234603,THURSDAY,"로맨스,2020지상최대공모전,계약연애,연예계,삼각관계"
371,게임 속 바바리안으로 살아남기,한태수,RATE_15,61834,THURSDAY,"판타지,지금추천작,소설원작"
372,특수청소,한(恨),RATE_15,57333,THURSDAY,드라마
373,일립예고 학생들,백본,ALL,63575,THURSDAY,"드라마,성장물,2022지상최대공모전,성장드라마,감성드라마"
374,비서 일탈,솔방울,RATE_15,121254,THURSDAY,"로맨스,고자극로맨스,2030연애,직진남,오피스로맨스,소설원작"
375,쿠베라,카레곰,ALL,471672,THURSDAY,"판타지,세계관,인외존재,다크판타지"
376,내가 사랑한 물고기,우주봄봄,RATE_12,51582,THURSDAY,"로맨스,세계관,2030연애,로맨스코미디,청춘로맨스,인외존재"
377,최강전설 강해효,최병열,RATE_15,616154,THURSDAY,액션
378,국세청 망나니,스튜디오웨이브,ALL,98172,THURSDAY,"드라마,직업드라마,소설원작"
379,시한부 천재 암흑기사,정선율,ALL,79603,THURSDAY,"판타지,지금추천작,게임판타지,소년왕도물,빙의,먼치킨,소설원작"
380,꽃만 키우는데 너무강함,주현후,ALL,190440,THURSDAY,"판타지,게임판타지,먼치킨,소설원작"
381,흑막 여주가 날 새엄마로 만들려고 해,이산시,ALL,266177,THURSDAY,"로맨스,육아물,빙의,로판,소설원작"
382,던전 씹어먹는 아티팩트,엄키,RATE_12,179853,THURSDAY,"판타지,복수극,먼치킨,소설원작"
383,트롤트랩,유비,RATE_12,171057,THURSDAY,"판타지,소년왕도물"
384,돈내놔,은류,RATE_15,25103,THURSDAY,"액션,서바이벌,사이다,게임판타지,머니게임,두뇌싸움,먼치킨"
385,루루라라 우리네 인생,현이씨,ALL,31708,MONDAY,"일상,무해한"
386,완벽한 결혼의 정석,영,RATE_15,263908,THURSDAY,"로맨스,혐관로맨스,계약연애,회귀,선결혼후연애,소설원작"
387,게임 최강 트롤러,박종석,ALL,96966,THURSDAY,"판타지,소설원작"
388,사내연애 사절!,두부,RATE_12,105137,THURSDAY,"로맨스,2030연애,로맨스코미디,현실로맨스,친구>연인,청춘로맨스,오피스로맨스,연상연하,사내연애"
389,서울밤피어,송지형,RATE_15,38022,THURSDAY,"판타지,뱀파이어,먼치킨,다크판타지"
390,네가 죽기를 바랄 때가 있었다,기매,ALL,201983,THURSDAY,"로맨스,후회물,혐관로맨스,로판,구원서사,소설원작"
391,마왕까지 한 걸음,윤홍,RATE_15,153594,THURSDAY,"판타지,힘숨찐"
392,이게 웬 떡,박쓰담,ALL,116588,THURSDAY,로맨스
393,마법사랑해,명랑,RATE_12,65003,THURSDAY,"판타지,차원이동,판무"
394,ㅋㅋ단편.zip,네이버웹툰 작가,ALL,8280,MONDAY,개그
395,여친을 찾아서,뻥,RATE_15,15170,THURSDAY,"드라마,범죄,성장드라마"
396,괴물의 바다,삼칠,RATE_12,9543,THURSDAY,"판타지,성장물,햇살캐,인외존재,구원서사"
397,만능잡캐,홍실,RATE_15,112465,THURSDAY,"판타지,고인물,아포칼립스,게임판타지,먼치킨"
398,이상한 변호사 우영우,원프로젝트,RATE_15,123448,THURSDAY,"드라마,햇살캐,법정드라마,드라마&영화원작웹툰,힐링,직업드라마,성장드라마"
399,해시의 신루,명랑,RATE_15,115111,THURSDAY,"로맨스,햇살캐,다정남,궁중로맨스,퓨전사극,소설원작"
400,쌍둥이 영애가 남장을 하는 이유,아마미야 레이,RATE_12,51127,THURSDAY,"판타지,해외작품,학원로맨스,역하렘,로판"
401,당신의 그림자를 그만두었을 때,봉이,ALL,47998,THURSDAY,"로맨스,소설원작"
402,킬더킹,마사토끼,ALL,72013,THURSDAY,"드라마,두뇌싸움"
403,위대한 겸상,홍치,ALL,119482,THURSDAY,"로맨스,음식&요리"
404,"이러면 안 돼요, 전하!",안진애,ALL,73812,THURSDAY,"로맨스,회귀,로판,걸크러시,소설원작"
405,썩은 핑크의 법칙,힙합신선,RATE_15,61244,THURSDAY,"드라마,2022지상최대공모전,동아리,캠퍼스로맨스"
406,코인 리벤지,박성현,RATE_15,44930,THURSDAY,액션
407,갓트,서패스,RATE_15,61553,THURSDAY,판타지
408,누나! 나 무서워,디귿 ,RATE_15,72972,THURSDAY,"스릴러,4차원,학원물,괴담"
409,그 악룡은 무엇을 위해 사는가,호나란,ALL,51326,THURSDAY,"로맨스,회귀,인외존재,로판,소설원작"
410,THE 런웨이,도미,RATE_15,130646,THURSDAY,"로맨스,오피스로맨스,사내연애,소설원작"
411,오만의 시대,팀 코모도,RATE_15,19386,THURSDAY,"로맨스,요즘핫한추천작,로판,소설원작"
412,잘못된 연애,파키타리,RATE_12,13569,THURSDAY,"로맨스,전남친,캠퍼스로맨스"
413,나의 불편한 상사,탄지,ALL,91405,THURSDAY,"로맨스,오피스로맨스,소설원작"
414,불쌍해야 하는 남자,윤병,RATE_15,10563,THURSDAY,드라마
415,"엔딩, 바꿔보려합니다",모카빵,RATE_12,84479,THURSDAY,"로맨스,2020지상최대공모전,학원로맨스,역하렘,빙의,로판"
416,케찰코아틀 - 다빗,d몬,RATE_18,11529,THURSDAY,"드라마,느와르,성인웹툰"
417,달의 요람,이정선,RATE_12,58631,THURSDAY,드라마
418,독거미,신진우,RATE_15,10460,THURSDAY,"드라마,범죄,서스펜스,복수극,먼치킨"
419,규격 외 혈통 천재,ZAINO,RATE_12,117651,THURSDAY,"판타지,소설원작"
420,아빠같은 남자,이수민,RATE_12,27455,THURSDAY,드라마
421,순수한 동거생활,성은,RATE_12,169976,THURSDAY,"로맨스,현실로맨스,오피스로맨스,연상연하,사내연애,소설원작"
422,너와 XX,뉸,RATE_15,16562,THURSDAY,"로맨스,2030연애,현실로맨스,하이퍼리얼리즘"
423,3X3!,만능유자차,ALL,28407,THURSDAY,"드라마,무해한,힐링,4차원,하이틴,성장드라마,레트로"
424,35cm,홍가,RATE_12,176469,THURSDAY,로맨스
425,가상&RPG,주다현,RATE_12,59616,THURSDAY,"판타지,고인물,최강자전,2019최강자전,게임판타지"
426,따개비,뜰새,RATE_15,19029,THURSDAY,"스릴러,소설원작"
427,나쁜 마법사의 꿈,이아거,ALL,33363,THURSDAY,"판타지,2021지상최대공모전,감성드라마"
428,부캐인생,까를로스,RATE_15,37567,THURSDAY,"드라마,인플루언서,서스펜스"
429,사기 친 공작님을 유혹해버렸다,T.Heimdallr ,ALL,40984,THURSDAY,"판타지,로판,소설원작"
430,카루나,강호진,RATE_12,17790,THURSDAY,판타지
431,배트맨: 웨인 패밀리 어드벤처,CRC Payne,ALL,14059,THURSDAY,"일상,해외작품,히어로"
432,올빼미와 여름 하늘,WmW,ALL,13296,THURSDAY,"로맨스,해외작품,힐링,하이틴,소설원작"
433,유월의 소한,윤정민,ALL,11927,THURSDAY,"로맨스,퓨전사극"
434,황제사냥,KAN,RATE_15,63235,THURSDAY,"판타지,2021지상최대공모전,혐관로맨스,직진남,이세계,복수극,먼치킨,걸크러시,구원서사"
435,권리행사자,샤이탄,RATE_15,19550,THURSDAY,판타지
436,보물과 괴물의 도시,이을,RATE_12,43553,THURSDAY,"판타지,오컬트,인외존재,이능력배틀물,성장드라마,다크판타지"
437,아인슈페너,한끼룩,RATE_15,72344,THURSDAY,"스릴러,집착물"
438,사랑하는 여배우들,고나리자,ALL,23519,THURSDAY,"로맨스,연예계"
439,베니루 BAENIRU,우지금,RATE_15,62544,THURSDAY,"스릴러,서스펜스"
440,만물의 영장,보민,ALL,106082,THURSDAY,"개그,4차원,인외존재,소년왕도물,동물,먼치킨"
441,외모지상주의,박태준,RATE_15,2361301,FRIDAY,"드라마,학원물,먼치킨"
442,광마회귀,JP,RATE_15,401147,FRIDAY,"무협/사극,세계관,사이다,회귀,판무,소설원작"
443,역대급 영지 설계사,이현민,ALL,388445,FRIDAY,"판타지,소년왕도물,소설원작"
444,나 혼자 만렙 뉴비,WAN.Z,RATE_15,510614,FRIDAY,"판타지,고인물,레드아이스스튜디오,사이다,게임판타지,헌터물,먼치킨,소설원작"
445,재혼 황후,히어리,RATE_15,926287,FRIDAY,"로맨스,다정남,후회물,궁중로맨스,혐관로맨스,직진남,이세계,연상연하,역하렘,선결혼후연애,삼각관계,로판,걸크러시,소설원작"
446,대학원 탈출일지,요다,ALL,183286,TUESDAY,"일상,하이퍼리얼리즘"
447,어쩌다보니 천생연분,꿀타래,RATE_15,552995,FRIDAY,"로맨스,로맨스코미디,2021지상최대공모전,선결혼후연애"
448,데드퀸,김규삼,RATE_15,244053,FRIDAY,"판타지,아포칼립스"
449,1초,시니,ALL,547263,FRIDAY,"드라마,직업드라마"
450,"언니, 이번 생엔 내가 왕비야",Omin,RATE_15,346732,FRIDAY,"로맨스,레드아이스스튜디오,사이다,회귀,복수극,로판,소설원작"
451,개를 낳았다,이선,ALL,511213,FRIDAY,"드라마,무해한,동물,감성드라마"
452,상남자,하늘소,RATE_15,242344,FRIDAY,"드라마,직업드라마,머니게임,소설원작"
453,낙향문사전,바킹독,RATE_12,187879,FRIDAY,"무협/사극,레드아이스스튜디오,먼치킨,소설원작"
454,죽지 않으려면,파래,RATE_15,331979,FRIDAY,"액션,환골탈태,블루스트링,사이다,학원물,복수극"
455,세기말 풋사과 보습학원,순끼,ALL,500651,FRIDAY,"로맨스,러블리,소꿉친구,하이틴,학원로맨스,친구>연인,성장드라마,레트로,까칠남"
456,천하제일 대사형,YooN,RATE_15,74829,FRIDAY,"무협/사극,환골탈태,소설원작"
457,사신,임재원,RATE_15,88658,FRIDAY,"무협/사극,성장물,세계관,소년왕도물,소설원작"
458,삼국지톡,무적핑크,RATE_12,165382,TUESDAY,무협/사극
459,A.I. 닥터,ZAINO,ALL,210260,FRIDAY,"드라마,직업드라마,사이다,의학드라마,소설원작"
460,전남편의 미친개를 길들였다,철무장미,RATE_15,209440,FRIDAY,"로맨스,소설원작"
461,여우놀이,황혜진,RATE_12,331446,FRIDAY,"드라마,아이돌,폭스남,2020지상최대공모전,학원로맨스,하이틴"
462,약탈 신부,팀 카푸치노,RATE_15,192475,FRIDAY,"로맨스,혐관로맨스,인외존재,구원서사,소설원작"
463,나혼자 탑에서 농사,임형,ALL,87503,FRIDAY,"판타지,지금추천작,무해한,햇살캐,힐링,차원이동,동물,소설원작"
464,말년용사,후딩,RATE_15,146515,FRIDAY,"판타지,2020지상최대공모전,4차원,밀리터리,회귀"
465,커플브레이커,기맹기,RATE_12,199351,FRIDAY,"로맨스,2030연애,계약연애,현실로맨스,걸크러시"
466,연애의 기록,베어리,RATE_15,23195,FRIDAY,드라마
467,더 게이머,성상영,ALL,393553,FRIDAY,"판타지,게임판타지,먼치킨"
468,히어로 킬러,꿀벌,RATE_15,238416,FRIDAY,"액션,히어로"
469,도깨비의 밤,문식,RATE_12,39497,FRIDAY,액션
470,그렇고 그런 바람에,아니영,RATE_15,274565,FRIDAY,"로맨스,햇살캐,러블리,로맨스코미디,캠퍼스로맨스,인플루언서,걸크러시"
471,폭군님은 착하게 살고 싶어,람글,ALL,176921,FRIDAY,로맨스
472,브레이커 : 이터널 포스,전극진,RATE_15,97824,FRIDAY,"액션,환골탈태,세계관,사이다,소년왕도물,느와르"
473,그 기사가 레이디로 사는 법,아인,ALL,230014,FRIDAY,"판타지,혐관로맨스,삼각관계,빙의,로판,소설원작"
474,문제적 왕자님,선인장,RATE_15,115773,FRIDAY,"로맨스,로맨스코미디,로판,소설원작"
475,흑요석의 신부,왕보라청푸름,RATE_15,34540,FRIDAY,"로맨스,요즘핫한추천작,로판"
476,플레이어,박종석,RATE_12,208839,FRIDAY,"액션,게임판타지,이능력배틀물"
477,너의 미소가 함정,앵고,ALL,226196,FRIDAY,"로맨스,하이틴"
478,희란국연가,MIDNIGHT STUDIO,RATE_15,219990,FRIDAY,"로맨스,후회물,혐관로맨스,동양풍판타지,이세계,인외존재,삼각관계,구원서사,소설원작"
479,소름일기,석재윤,RATE_15,48715,FRIDAY,"스릴러,오컬트,괴담"
480,대위님! 이번 전쟁터는 이곳인가요?,김망고,ALL,76321,FRIDAY,"로맨스,차원이동,밀리터리,빙의,로판,걸크러시,소설원작"
481,여자를 사귀고 싶다,노갓량,RATE_15,65484,FRIDAY,"개그,2030연애,블루스트링,청춘로맨스,성장드라마,공감성수치"
482,언다잉,임목원,RATE_12,48511,FRIDAY,스릴러
483,바스티안,아빈,RATE_15,114436,FRIDAY,"로맨스,2030연애,혐관로맨스,선결혼후연애,로판,소설원작"
484,평화식당,턍,RATE_12,35501,FRIDAY,"판타지,먼치킨"
485,온리호프,초승,RATE_15,208734,FRIDAY,"로맨스,타임슬립,고자극로맨스,회귀"
486,펜홀더,이은재,RATE_12,6938,FRIDAY,"스포츠,성장물,스포츠성장,성장드라마"
487,쌈빡,38,RATE_15,108637,FRIDAY,"액션,학원물"
488,웅크,나유진,ALL,64112,TUESDAY,"감성,무해한,힐링"
489,킬 더 드래곤,현가,RATE_15,71726,FRIDAY,"액션,레드아이스스튜디오,헌터물,소설원작"
490,로또 황녀님,무무경,ALL,84245,FRIDAY,"로맨스,러블리,육아물,로판"
491,룸9,은작,RATE_15,25659,FRIDAY,스릴러
492,그냥 선생님,연일,ALL,79241,TUESDAY,일상
493,죽음으로 구원하사,고요빛,RATE_18,35003,FRIDAY,"스릴러,2021지상최대공모전,서스펜스,복수극,성인웹툰"
494,신컨의 원 코인 클리어,스튜디오 호호이,ALL,53589,FRIDAY,"판타지,소설원작"
495,성스러운 그대 이르시길,26,RATE_15,88635,FRIDAY,"로맨스,소설원작"
496,후덜덜덜 남극전자,김민혁,ALL,48366,FRIDAY,개그
497,절대복종,혼,RATE_15,53781,FRIDAY,"액션,게임판타지,학원물"
498,몽홀,장태산,ALL,94747,FRIDAY,"무협/사극,역사물"
499,여름여자 하보이,석영,RATE_12,89719,FRIDAY,"로맨스,성별반전,2020지상최대공모전"
500,지니오패스,공현곤,RATE_15,33694,FRIDAY,"스릴러,서스펜스,복수극,두뇌싸움"
501,메소드 연기법,김이연,RATE_15,35153,FRIDAY,"스릴러,계략여주"
502,멜빈이 그들에게 남긴 것,삼칠13,RATE_12,91018,FRIDAY,"로맨스,햇살캐,레드아이스스튜디오,힐링,로판,소설원작"
503,스토커의 하루,bunny,RATE_15,48718,FRIDAY,"스릴러,서스펜스,괴담"
504,너의 키스씬,조니조,RATE_15,69831,FRIDAY,"로맨스,비밀연애,짝사랑,2030연애,로맨스코미디,현실로맨스,직진남,연상연하,연예계"
505,재앙의 날,환상특급,RATE_15,29229,FRIDAY,스릴러
506,오!너의 리스크,바리,RATE_15,94474,FRIDAY,"드라마,2020지상최대공모전"
507,인피니티,2오,ALL,56117,FRIDAY,"스포츠,스포츠성장"
508,서울역 드루이드,문성호,RATE_15,178274,FRIDAY,"판타지,헌터물,먼치킨,소설원작"
509,백년게임,하람,RATE_12,76412,FRIDAY,판타지
510,우리 무슨 사이야?,고농,ALL,81541,FRIDAY,로맨스
511,악마라고 불러다오,자양,RATE_15,131586,FRIDAY,"로맨스,소설원작"
512,별빛 커튼콜,아르몽,ALL,46578,FRIDAY,"로맨스,힐링,청춘로맨스,인플루언서,성장드라마"
513,연기는 처음인데요?!,홍로베,ALL,33335,FRIDAY,"로맨스,학원로맨스,하이틴,청춘로맨스,연예계,성장드라마"
514,합법해적 파르페,뼈피살,ALL,51318,FRIDAY,"판타지,최강자전,2017최강자전"
515,미드우트,원김,RATE_15,37289,FRIDAY,판타지
516,하나는 적고 둘은 너무 많아,젤리피쉬,RATE_15,24361,FRIDAY,"로맨스,고자극로맨스,현실로맨스,재회"
517,"푸른 밤, 황홀의 윤무",호찌,RATE_15,57509,FRIDAY,"로맨스,고자극로맨스,혐관로맨스,뱀파이어,까칠남,소설원작"
518,비밀친구,이밤애,RATE_15,29852,FRIDAY,"스릴러,2021지상최대공모전,서스펜스,복수극,두뇌싸움"
519,천상의 주인,권러프,RATE_12,25725,FRIDAY,"판타지,소년왕도물"
520,미친 후작을 길들이고 말았다,골지,ALL,147960,FRIDAY,"로맨스,소설원작"
521,신의 최애캐,김찹쌀,RATE_12,16649,FRIDAY,"드라마,2022지상최대공모전,타임슬립"
522,애증화음,전구,ALL,22124,FRIDAY,"드라마,음악,서바이벌,혐관로맨스,학원물,성장드라마,걸크러시"
523,히트포인트,민형,RATE_15,55392,FRIDAY,"판타지,성장물,사이다,이능력배틀물,소년왕도물"
